Course Subject,Course Number,Course Name,Course Description,See Also
AMPS,520,Recital I,Description not available,concordia.ca/academics/graduate/calendar/current/sgs.html
AMPS,521,Private Instrumental or Vocal Instruction I,Note: This is a full year course.,concordia.ca/academics/graduate/calendar/current/sgs.html
AMPS,530,Recital II,Description not available,concordia.ca/academics/graduate/calendar/current/sgs.html
AMPS,531,Private Instrumental or Vocal Instruction II,Note: This is a full year course.,concordia.ca/academics/graduate/calendar/current/sgs.html
AMPS,598,Special Topics in Music Performance Studies,Description not available,concordia.ca/academics/graduate/calendar/current/sgs.html
AMPS,599,Special Topics in Music Performance Studies,Description not available,concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,501,Connections," Through discussion, readings and papers, students explore ways in which designers and production personnel can participate, collaborate and contribute as full partners in the creation of live performance. Counter-intuitive links are explored in the creation of vibrant and chaotically dynamic works.",concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,502,The Art of Proficiency," This seminar focuses on describing the connection between imagination and the production-based realities associated with live performance. Through the analysis of various aspects of production, students look at ways of bridging the gap between inspiration, imagination and originality and their practical application within all aspects of production.",concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,503,"Aspects of Visual, Aural and Performing Arts"," This seminar helps the student develop new perspectives by dealing with the fusion between the student’s present practice and other art forms. Throughout the semester, students meet various practicing artists in their work environment or as guest speakers at the university.",concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,511,Practical Study I," Under faculty supervision and based on their previous experience or areas of study, students learn how to apply a large number of creative and practical techniques from a chosen discipline towards achieving a cohesive artistic goal as dictated by current practices in the performing and related live arts. These individual projects must be selected in consultation with the program advisor and approved by the program director.",concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,512,Practical Study II," Under faculty supervision and based on their previous experience or areas of study, students expand their language and discourse in the performing arts, focusing on communication and collaboration, while marrying the philosophical and the theoretical with the practical. These individual projects must be selected in consultation with the program advisor and approved by the program director.",concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,513,Practical Study III," Under faculty supervision and based on their previous experience or areas of study, this practical study prepares the students both artistically and practically, deepening their insight into the theoretical and practical universes supporting live performance, whether within well-established and traditional artistic disciplines or within innovative and new methods of creation. These individual projects must be selected in consultation with the program advisor and approved by the program director.",concordia.ca/academics/graduate/calendar/current/sgs.html
CPTP,514,Practical Study IV," Under faculty supervision and based on their previous experience or areas of study, students work alongside professional artists either within the university or in a well-established artistic institution. Students are then given immediate ‘hands on’ access to various aspects of production development, construction and staging processes associated with the most current industry expectation and practice. These individual projects must be selected in consultation with the program advisor and approved by the program director.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,515,Independent Study,An Independent Study proposal must be supported by a full-time faculty supervisor and approved by and with written permission from the program director (in consultation with the coordinating committee). The student generates a topic to be explored from a specific field relevant to their area of study.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,598,Special Topics in Creative Practices in Technical Production," Topics may address a wide range of critical fields related to technical production for live performance examining both conventional and non-traditional approaches to dance, music, theatre, as well as other performance or media arts. Subject matter will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Change in content will be indicated by the letter following the number (i.e. CPTP 598A, CPTP 598B etc.)",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,600,Design Theory/Practice I," This seminar develops a framework of practice-based and theoretical approaches that build the foundation of contemporary critical design practice and study. Drawing on examples and readings from a range of disciplines, students will explore design as a product, a practice, and a mode of social communication and investigate the cultural and discursive context in which design resides. The course will integrate the three program streams, namely visual communication, the built environment, and interaction design, and address the theme of sustainability as a timely concern for design practice.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,601,Research Methods in Design," This course introduces students to a range of methodologies and strategies used to conduct research in design. Students will be exposed to the relationship that exists between research as a practice-based activity and research as theory-based inquiry and will have the opportunity to engage in the research process through studio work, writing, and presentations.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,610,Design Theory/Practice II,"Prerequisites: DART 600 and DART 601.
 Through a combination of studio work, seminar discussions, workshops, and individual writings, students situate their work in different contexts, such as commercial, public, or domestic environments, and explore new venues for dissemination. Such investigations enhance students’ ability to contextualize, articulate, and exhibit the thesis work.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,611,Interdisciplinary Practices in Design,"Prerequisites: DART 600 and DART 601.
 This seminar examines the question of how knowledge is produced and transferred through interdisciplinary design and scholarly practices. Topics include socio-cultural, environmental and economic sustainability, participatory design, collaborative methods, communities of practice, epistemic cultures, embodiment, and knowledge production. Readings will be drawn from a broad range of disciplines.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,620,Graduate Colloquium,"Prerequisites: DART 610 and DART 611.
 The Graduate Colloquium will foster a community of practice and research by exposing the students to a diversity of work and methods and developing understanding of disciplinary commonalities and differences. Through this colloquium series, presentations by students will be augmented with presentations by faculty, visiting researchers, and practicing designers.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,630,Special Topics in Sustainability," Topics may address a range of critical perspectives related to sustainability in terms of the environmental triad of ecological, socio-cultural and economic foci. Sustainable practice can refer to specific technical or scientific fields but also has a broader connotation towards integrative and enduring practices.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,631,Special Topics in Visual Communication," Topics may address a range of critical perspectives related to the use of signs, icons, and visual symbols to convey ideas and communicate information. This includes graphic design, typography, illustration, and photography, as well as applications in information design, wayfinding, advertising, packaging, and electronic media.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,632,Special Topics in the Built Environment," Topics may address a range of critical perspectives related to the structures, landscapes and spaces, both physical and virtual, in relation to the actions and activities that take place in them over time. This can include large-scale city planning, the design and conceptualization of living and workspaces, and the scale of object that are embedded in those spaces.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,633,Special Topics in Interaction Design," Topics may address a range of critical perspectives related to the behaviour of an object or system in relation to its users or participants. Interaction design refers to design practices that embed electronics and computing capabilities into objects, materials, and devices, and it also describes the ways in which systems and processes produce form and structure over time.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,634 ,Topics in Contemporary Indigenous Art and Design (3 credits)," Topics may address a range of critical perspectives on contemporary Indigenous art and design in terms of the aesthetic, political, and cultural issues such work illuminates. The course focuses on digital media but may encompass other forms of Indigenous creative practice, including visual arts, performance, and writing.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,635 ,"Topics in Design Research (3 credits)
",Topics may address a range of critical perspectives relevant to the evolution of design research.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,651,"Directed Study I (3 credits)
",Prerequisites: Nine credits completed in the Master of Design program; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director; a cumulative GPA of 3.70 or higher. Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of theoretical or research-creation related topics.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,652,"Directed Study II (3 credits)
",Prerequisites: DART 651; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director; a cumulative GPA of 3.70 or higher. Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of theoretical or research-creation related topics.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,671,Professional Internship I,"Prerequisites: Nine credits completed in the Master of Design program; a cumulative GPA of 3.70 or higher; a clearly defined written agreement between the student intern and the employer; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director. This course provides an opportunity for students to further develop their design research in a design firm, cultural organization or residency. ",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,672,Professional Internship II,"Prerequisites: DART 671; a cumulative GPA of 3.70 or higher; a clearly defined written agreement between the student intern and the employer; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director. This course provides an opportunity for students to further develop their design research in a design firm, cultural organization or residency.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,690,Master’s Research and Thesis,"Prerequisites: DART 610 and DART 611.
 The Master’s Research and Thesis will combine a body of work or practice-led research with a written thesis document of 40-55 pages that contextualizes the practice historically and theoretically and reflects critically on the process and production. A formal oral defense and a final public exhibition of the work or practice-led research are required.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
Applied,and,Experimental 3D Object Making,"Student research projects will involve the design of three-dimensional objects, space and environments. This design option integrates the learning of computer software for 3D modeling, rendering and animation programs, computer aided design (CAD), computer aided machining (CAM) programs for plotting, rapid prototyping for block and concept modeling and using a 3D scanner to measure existing objects for computer input.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
Inter-media,and,Hybrid Practice,"Student research projects will focus on digital integration or hybrid practices including social design or art interventions, installations, exhibitions, compilation works that use cross-discipline means of expression, and include the integration of digital technology into the process or final production.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
Theoretical,Inve,in Design Art,Student research projects will be used to investigate the theoretical constructs and discourse relating to the impact of digital technologies in art and design. This will also include the application of digital technologies for appropriate pedagogies and the development of innovative teaching methodology.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,502,"Language, Politics, Manifestos - Reading Seminar ","The readings in this seminar will examine the ethical responsibilities, social impact, and cultural consequences of the new technologies in design art practice. The course will identify, situate and develop a language for dialogue and discourse. The issues considered will be on design ecology and ethics, gender polarization and biases, political strategies in the public sphere, and essential declarations of the digital era, in present and future technological environments.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,503,Theories of Interactivity,"This course will explore the new opportunities designers have to fundamentally change the ways in which information is organized, manipulated and disseminated in the context of new communications technologies. The computer, as a medium for expression, will be explored through issues of cognition, metaphor, narrative structures, the creation of three dimensional objects and environments, symbolic interaction, information architecture and interactive visual navigational systems.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,504,Contextualizing Design Practice,"This course approaches design and digital technologies through interdisciplinary theoretical engagement to investigate the cultural and discursive context in which design resides. Through a combination of seminar discussions, workshops, and individual writings, students situate their work in different environments, such as commercial, public or domestic contexts, and explore new venues of dissemination. Such investigations enhance students’ ability to contextualize, articulate and exhibit the thesis work.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
DART,510,Independent Study,"Prerequisite: Written permission of the Graduate Program Director.
Independent study proposals must be supported by a full-time faculty supervisor and approved with written permission by the Graduate Program Director. The student undertakes research in a specific field or topic relevant to their area of study.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,501,Connections," Through discussion, readings and papers, students explore ways in which designers and production personnel can participate, collaborate and contribute as full partners in the creation of live performance. Counter-intuitive links are explored in the creation of vibrant and chaotically dynamic works.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,502,The Art of Proficiency," This seminar focuses on describing the connection between imagination and the production-based realities associated with live performance. Through the analysis of various aspects of production, students look at ways of bridging the gap between inspiration, imagination and originality and their practical application within all aspects of production.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,503,"Aspects of Visual, Aural and Performing Arts"," This seminar helps the student develop new perspectives by dealing with the fusion between the student’s present practice and other art forms. Throughout the semester, students meet various practicing artists in their work environment or as guest speakers at the university.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,511,Practical Study I," Under faculty supervision and based on their previous experience or areas of study, students learn how to apply a large number of creative and practical techniques from a chosen discipline towards achieving a cohesive artistic goal as dictated by current practices in the performing and related live arts. These individual projects must be selected in consultation with the program advisor and approved by the program director.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,512,Practical Study II," Under faculty supervision and based on their previous experience or areas of study, students expand their language and discourse in the performing arts, focusing on communication and collaboration, while marrying the philosophical and the theoretical with the practical. These individual projects must be selected in consultation with the program advisor and approved by the program director.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,513,Practical Study III," Under faculty supervision and based on their previous experience or areas of study, this practical study prepares the students both artistically and practically, deepening their insight into the theoretical and practical universes supporting live performance, whether within well-established and traditional artistic disciplines or within innovative and new methods of creation. These individual projects must be selected in consultation with the program advisor and approved by the program director.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,514,Practical Study IV," Under faculty supervision and based on their previous experience or areas of study, students work alongside professional artists either within the university or in a well-established artistic institution. Students are then given immediate ‘hands on’ access to various aspects of production development, construction and staging processes associated with the most current industry expectation and practice. These individual projects must be selected in consultation with the program advisor and approved by the program director.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,515,Independent Study,An Independent Study proposal must be supported by a full-time faculty supervisor and approved by and with written permission from the program director (in consultation with the coordinating committee). The student generates a topic to be explored from a specific field relevant to their area of study.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CPTP,598,Special Topics in Creative Practices in Technical Production," Topics may address a wide range of critical fields related to technical production for live performance examining both conventional and non-traditional approaches to dance, music, theatre, as well as other performance or media arts. Subject matter will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Change in content will be indicated by the letter following the number (i.e. CPTP 598A, CPTP 598B etc.)",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,886,Special Topics,This optional seminar addresses a topic or range of topics of relevance to the research interests of a cross-section of the students enrolled in the program.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,887,Doctoral Thesis Proposal,INDI 890 Doctoral Research and Thesis (66 credits),http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,898,Doctoral Directed Research Course," The student conducts research in a lab or another research site under the direction of his/her principal supervisor.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. INDI 898A, INDI 898B, etc. These courses will be graded pass/fail.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,899,International Doctoral Level Studies,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,686,Special Topics,This optional seminar addresses a topic or range of topics of relevance to the research interests of a cross-section of the students enrolled in the program.,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,687,Master’s Thesis Proposal,INDI 690 Master’s Research and Thesis (24 credits),http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,698,Master’s Directed Research Course,"The student conducts research in a lab or another research site under the direction of his/her principal supervisor.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. INDI 698A, INDI 698B, etc. These courses will be graded pass/fail.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
INDI,699,International Master’s Level Studies,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
ETEC,613,Learning Theories (3 credits),"The primary goal of the course is for students to develop a critical understanding of classic and contemporary theories of learning, such as behaviourism, cognitivism, neo-cognitivism, and socio-constructivism as they inform instructional practice. Secondary course goals include enhancing students' abilities to: a) read and evaluate the primary literature in the area; b) present and write within the discipline; c) evaluate applications of theory to practice; and d) collaborate professionally including via computer conferencing.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
UNIT,601,Teaching and Learning in Higher Education (3 credits),"This seminar course is designed as a survey at an advanced level of the theory and practice of higher education pedagogy through an examination of the existing literature. Topics may include but are not limited to student learning assessment, course design, teaching strategies, student diversity, technology in the classroom and reflective practice.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
UNIT,602,Development of a University Course (3 credits),"Prerequisite: ETEC 613, UNIT 601.In this directed study course, students develop the objectives, outline, content, notes, assignments, and assessment plan for the course that they will teach during UNIT 603, Internship in University Teaching. The prepared materials are evaluated by the students’ teaching mentor. This course is graded on a pass/fail basis.Note: Normally, this course will be one available via the graduate calendar or as a slot course, and not a new course which would require curriculum approval.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
UNIT,603,Internship in University Teaching (6 credits),"Prerequisite: ETEC 613, UNIT 601 and 602.This internship requires students to teach one 3-credit university course in their discipline using the materials developed in UNIT 602, Development of a University Course. Students develop a teaching portfolio which includes a teaching statement, an explanation of pedagogical practices used in the course, self-evaluation of the teaching, students’ evaluations of the course, and a plan for improvements to the course content and teaching practices. This internship is graded on a pass/fail basis.",http://www.concordia.ca/academics/graduate/calendar/current/fofa/dart-mdes.html
CHEM,692,Experimental Protein Chemistry,"Prerequisite: CHEM 477 or equivalent or permission of the Department.
 This “hands on” course introduces students to the common techniques used to study the structure and function of proteins and other macromolecules. Techniques covered include circular dichroism spectroscopy, fluorescence, UV/Vis spectroscopy, Fourier transform infrared spectroscopy, isothermal titration microcalorimetry, analytical ultracentrifugation, and protein crystallization/X-ray crystallography. The course includes theory, applications of the technique to the study of protein structure and function, and basic practice experiments to become familiar with the instrument and data analysis. For some of the techniques covered hands-on use will be limited. Each student is required to carry out a project on his/her own protein of interest. Each participant asks a specific question about a protein and then uses the techniques covered in the course to address the question. Lectures and laboratory.
Note: Students who have received credit for this topic under a CHEM 690 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,667,PhD Literature/Topic Seminar,CHEM 668 PhD Research Seminar,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,856,Doctoral Research and Thesis (72 credits),No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,896,Research Proposal and Comprehensive Examination (9 credits),No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,610,Selected Topics in Analytical Chemistry," This course explores themes within the area of Analytical Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 610A, CHEM 610B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,612,Analytical Separations,"Prerequisite: CHEM 218, 312, or equivalent.
 High performance liquid separations on an analytical (non-preparative) scale are surveyed. Fundamental separation mechanisms and application of the techniques are discussed. Emphasis is placed on separations of biologically relevant analytes which include peptides, proteins and nucleic acids. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,614,Modern Aspects of Practical Mass Spectrometry,"Prerequisite: CHEM 494 or equivalent, previously or concurrently.
 Theoretical and operational aspects of modern mass spectrometry are discussed in a number of formal lectures and training sessions. All students must carry out an independent mass spectrometry project on their molecules of choice. Projects can be selected from all areas of chemistry, biochemistry or biology including the “omics” sciences (e.g., proteomics, metabolomics).
Note: Students who have received credit for this topic under a CHEM 630 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Topics,in,Bioorganic & Organic Chemistry,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,620,Selected Topics in Organic Chemistry," This course explores themes within the area of Organic Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 620A, CHEM 620B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,621,Physical Organic Chemistry,"Prerequisite: CHEM 222, 235; CHEM 324 or 325; or equivalent.
 Determination of organic reaction mechanisms using kinetics, activation parameters, acid-base catalysis, Bronsted catalysis law, solvent effects, medium effects, isotope effects, substitutent effects, and linear free energy relationships. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,623,Organic Synthesis,"Prerequisite: CHEM 222, 235, 324, or equivalent.
 This course is concerned with synthetic strategy and design. It provides an introduction to advanced synthetic methods and reagents, involving heteroatoms such as sulphur, phosphorus, tin and selenium, as well as an overview of the uses of protecting groups in organic chemistry. The concept of retrosynthesis and a few asymmetric reactions are discussed using syntheses of natural products from the literature as examples. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,625,Nucleic Acid Chemistry,"Prerequisite: CHEM 221, 222, 271, or equivalent.
 This course introduces students to various topics in nucleic acid chemistry. The topics include nomenclature, structure and function of RNA and DNA; techniques and methods to investigate nucleic acid structure; DNA damage and repair; interaction of small molecules and proteins with nucleic acid; oligonucleotide-based therapeutics (antisense, antigene, RNAi); synthesis of purines, pyrimidines and nucleosides; and solid-phase oligonucleotide synthesis. Lectures only.
Note: Students who have received credit for this topic under a CHEM 620 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,626,Reactive Intermediates,"Prerequisite: CHEM 324, 325, or equivalent.
 This course offers an introduction to reactive intermediates with an emphasis on structure and stability as found in modern (physical) organic chemistry. While the focus is on radicals and carbenes, carbocations are discussed near the end of the term. The material covered is relevant to chemistry and biochemistry. Lectures only.
Note: Students who have received credit for this topic under a CHEM 621 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,627,Supramolecular Chemistry,"Prerequisite: CHEM 324 or 325; CHEM 335; or equivalent; or permission of the Department.
 This course reviews some fundamental aspects of synthetic and biological supramolecular chemistry and nanotechnology. Topics covered may include supramolecular forces, ion binding and ion channels, molecular recognition, self-assembly (meso-scale and molecular-scale), organometallic supramolecular chemistry, dynamic combinatorial chemistry (DCC), and foldamers. Lectures only.
Note: Students who have received credit for this topic under a CHEM 620 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Topics,in,Physical Chemistry,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,630,Selected Topics in Physical Chemistry," This course explores themes within the area of Physical Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 630A, CHEM 630B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,631,Computational Chemistry,"Prerequisite: CHEM 234, 241, 333, or equivalent; or permission of the Department.
 This course presents the concepts, tools, and techniques of modern computational chemistry, and provides a very broad overview of the various fields of application across chemistry and biochemistry. The course is divided into two parts: 1) Molecular structure, which covers molecular mechanics and elementary electronic structure theory of atoms and molecules; and 2) Chemical reactivity, which covers applications of quantum chemistry and molecular dynamics techniques to studies of chemical reactions. The applications discussed include organic molecules and their reactions, peptides and proteins, drug design, DNA, polymers, inorganics, and materials. The course includes a practical component where students acquire hands-on experience with commonly used computational chemistry computer software. Lectures and laboratory.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,632,Non-equilibrium Thermodynamics,"Prerequisite: CHEM 234 or equivalent.
 In this course, the basic concepts of classical (equilibrium) thermodynamics are first reviewed, followed by an introduction to statistical thermodynamics which gives a unified method of treating transport processes. At this point, the Boltzmann distribution function is derived, which leads to the statistical interpretation of entropy. Other important thermodynamic functions such as the partition function, the partition function for large ensembles and the Sackur-Tetrode equation are examined. The course also addresses non-equilibrium thermodynamics in the linear domain. The relations describing the production of entropy in irreversible processes due to heat transfer, charge transfer, change of volume, and chemical reactions are examined. The establishment of flux equations and the use of the Onsager reciprocal relations are then applied to the description of a variety of open systems. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,633,Quantum Mechanics in Chemistry,"Prerequisite: CHEM 333, 431/631, or equivalent.
 This course includes a thorough review of basic quantum mechanics in both the Schroedinger and Heisenberg representations, electronic structure theory, symmetry and group theory, interaction of matter with light, quantum scattering, the path integral formalism, quantum theories of chemical reaction rates, time-dependent approaches to spectroscopy, wave packet propagation, correlation functions and dynamics processes, and density matrices. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,635,Interfacial Phenomena,"Prerequisite: CHEM 234, 235, or equivalent.
 This course examines the physical chemistry of interfaces including surface and interfacial tensions, the absorption of surface active substances/surface excess properties, and surfactant self-assembly. Topics covered may include Gibbs and Langmuir monolayers, micelle formation, emulsions, foams, surfactant liquid crystals, layer-by-layer polymer self-assembly, and biological membranes. Techniques for characterization and applications (biological and industrial) of these systems are addressed. Lectures only.
Note: Students who have received credit for this topic under a CHEM 630 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,638,Physics and Chemistry of Solid State Electronic Materials,"Prerequisite: CHEM 234, 333, or equivalent.
 This course essentially explores how electrical conductivity is influenced by the nature of the chemical bonding in these solid-state materials. The course provides an introduction to solid-state structures and then goes on to explore band theory, the central model used to describe electrical conductivity in the following three categories of electronic materials: conductors, semiconductors, and insulators. Finally the course explores the extension of the band model to interpret electrical conductivity in molecular semiconductors and charge-transfer complexes. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Topics,in,Bioinorganic & Inorganic Chemistry,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,640,Selected Topics in Inorganic Chemistry," This course explores themes within the area of Inorganic Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 640A, CHEM 640B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,643,Organometallic Chemistry,"Prerequisite: CHEM 324, 341, or equivalent.
 This course covers the structure and properties of organometallic compounds, their main reactions and their application in catalysis and organic chemistry. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,644,Physical Methods in Chemistry," This course provides an in-depth evaluation of the different methods used in modern physical chemistry such as laser, microwave, FT-IR, electron spin resonance, nuclear magnetic resonance, x-ray photoelectron, x-ray diffraction and fluorescence, Auger eletron, Mössbauer, and gamma-ray spectroscopic analysis, as well as scanning probe microscopy and mass spectrometry. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,645,Bioinorganic Chemistry,"Prerequisite: CHEM 241, 271, or equivalent.
 Role of metals in biochemical systems. Essential trace elements, zinc enzymes, oxygen transport and storage, metalloproteins and biological electron transfer, structure-function relationships in heme enzymes, nitrogen fixation; model compounds for metalloproteins and metalloenzymes. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,646,Industrial Catalysis,"Prerequisite: CHEM 234, 235, or equivalent.
 Basic and recent concepts in catalysis are described with particular emphasis on heterogenous catalysis. The technical, economic and environmental aspects of industrial catalysis are covered. The processes to be studied are chosen from the petroleum industry, the natural gas and coal processing industry, and the production of thermoplastics and synthetic fibres. The course ends with a rapid survey of problems associated with the treatment of industrial pollutants and with catalytic converters. Lectures only.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Topics,in,Multidisciplinary Chemistry,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHEM,650,Selected Topics in Multidisciplinary Chemistry," This course explores themes within the area of Multidisciplinary Chemistry.
Note: The content will vary from term to term and from year to year. Students may re-register for this course, provided the course content has changed. Changes in content will be indicated by a letter following the course number, e.g. CHEM 650A, CHEM 650B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
