Course Subject,Course Number,Course Name,Course Description,See Also
ECON,430,Transportation Economics,"
Prerequisite: ECON 222, 302, 304. This is a course in the field of applied economics, with a focus on transportation economics. Topics may include the evaluation of the economic benefits of various transportation systems, the social costs of transportation, road pricing, government participation in transportation finance and urban planning, the redistributive and other economic effects of transportation investment.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,432,Monetary Theory,"
Prerequisite: ECON 222, 302, 304. The nature of the monetarist-Keynesian controversy and critical appraisal of the IS-LM-AS model. Special topics: theory and evidence of term structure of interest rates, post-Keynesian demand for and supply of money in aggregative and disaggregative economic models. Theory of macroeconomic policy. Transmission mechanisms, policy coordination, lags, international constraints, and other problems.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,433,Financial Economics,"
Prerequisite: ECON 222, 302, 304, 325 or equivalent. This course introduces students to the theory and practice of finance as seen from the economist’s point of view. In particular, it examines the following topics: the theory of decision making under uncertainty; the basic portfolio models, such as the CAPAM and the APT; equilibrium aspects of financial markets, such as the role of arbitrage in the pricing of financial assets; the pricing of derivative securities, such as options.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,436,The Economics of Taxation,"
Prerequisite: ECON 222, 302, 304. This course focuses on the effects of taxation on economic behaviour. Major topics considered include the excess burden of taxation in decisions to supply effort, savings and investment, the incidence of corporate taxation, and the design of commodity taxation. Among policy issues, topics such as tax evasion, and the taxation of multinational enterprises are examined.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,437,Economics of Public Expenditure,"
Prerequisite: ECON 222, 302, 304. This course examines the economic consequences of public expenditure on the economy. Topics covered include public goods, externalities, the theory of welfare measurement, public investment criteria, pricing policy of public enterprises, public choice and intergovernmental fiscal relations.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,440,Market Design,"
Prerequisite: ECON 222, 302, 304. This course focuses on the design and analysis of market mechanisms, which are concerned with how to construct rules for allocating resources and how to structure successful marketplaces. It draws on tools of game theory to identify why certain market rules or institutions succeed and why others fail. Topics may include matching markets, auctions, contracts, economic platforms and network effects. The main objectives of this course are to introduce students to some of the fundamental concepts and ideas in the theory of market design and to connect this theory to real-life markets and to practical aspects of market design policy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,442,International Economics: Trade Theory,"
Prerequisite: ECON 222, 302, 304. The basis of international trade, gains from trade, factor-price equalization, the tariff, Canadian commercial policy, trade and development, economic integration.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,443,International Economics: Finance,"
Prerequisite: ECON 222, 302, 304. This course is an introduction to theory of national income determination in open economies with capital mobility. It includes analyses of balance of payments, exchange rate, and the role of monetary and fiscal policies under different exchange rate regimes. Among other issues covered are international policy coordination, optimum currency areas, and features of the international monetary system.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,450,Economic History,"
Prerequisite: ECON 222, 302, 304. Advanced topics in economic history, with emphasis on the application of economic theory to specific historical questions.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,461,Industrial Organization,"
Prerequisite: ECON 222, 302. This course examines departures from the perfect compe­tition paradigm to analyze economic behaviour in an industrial setting. An industry consists of a number of firms which interact strategically to maximize their profits. Topics addressed include measures of market structure, theories of oligopoly, effects of potential entry, product differentiation and advertising, tech­nological change, vertical integration, and mon­opoly and merger issues.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,462,The Corporate Economy,"
Prerequisite: ECON 222, 302. This course investigates the nature and behaviour of the firm. Economic rationalizations are presented for organizing production within a firm. The economic effects of various organization structures are examined. Topics addressed include team production, contractual models of the firm, principal-agent theory, tournaments, and the relationship between managers, shareholders, and the outside market.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,463,Economics of Regulation,"
Prerequisite: ECON 222, 302. This course is devoted to an examination of the economic aspects of governmental regulations. Besides a critical review of the economic theories of regulation, the spectrum of the existing regulatory network, and empirical investigations aimed at discerning cost-benefits, the course focuses on the process of regulatory reforms in all aspects of the Canadian economy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,464,"Game Theory, Information, and Economic Modelling","
Prerequisite: ECON 222, 302, 304. This introductory course on game theory is a collection of mathematical tools to model and analyze strategic interactions in a variety of settings, from economic and social situations to politics and international relations. The course focuses on both non-co-operative and co-operative game theoretic modelling, in particular, strategic and extensive form games, Bayesian games, and coalitional games. Students learn to solve games using the concepts of dominant strategies, Nash-equilibrium, subgame perfection, Bayesian equilibrium, and the core. Applications may include repeated games, auctions, bargaining, oligopoly games, entry deterrence, pricing strategies, and collusion.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,465,The Economics of Professional Sport,"
Prerequisite: ECON 222, 302, 304. This is a course in applied microeconomic theory. Various observations on the state of professional sports are explained using economic theory. Evidence of the statistical relevance of such explanations is also investigated. Issues addressed include the magnitude of the earnings of professional sports stars; the impact of free agency on com­petitive balance in sports leagues; the value of professional sports teams to cities, and whether such valuation justifies public subsidization of franchises or arenas.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,481,Labour Economics,"
Prerequisite: ECON 222, 302, 304. The course deals with topics in labour economics using microeconomic con­cepts such as inter-temporal decision-making, uncertainty, moral hazard, adverse selection and market signalling. The following topics are covered: labour supply and demand, wage differentials, human capital theory, efficiency wages and implicit contracts.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,482,Economics of Personnel and Industrial Relations,"
Prerequisite: ECON 222, 302, 304. The main objective of this course is to describe how modern microeconomics and modern labour economics can be used to solve practical human resource and personnel issues. These include hiring and firing practices, optimal payment and compensation structure, unions and strike behaviour.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,483,"Employment, Earnings and Labour Market Policies","
Prerequisite: ECON 222, 302, 304. This course covers topics in labour economics from the macroeconomic perspective. The key topics include equilibrium unemployment, job search, wage determination mechanisms, labour income processes and labour mobility. The course also devotes a substantial amount of time to macroeconomic policy issues of the labour markets such as employment insurance, minimum wage and union.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,491,Environmental Economics,"
Prerequisite: ECON 222, 302. This course provides a survey, from the perspective of economics, of public issues regarding the use of environmental resources, ecosystems and the management of environmental quality. The course covers both conceptual and methodological topics with recent and current applications. It begins with an introduction to the theory and methods of environmental and natural resource economics and concepts of sustainable development. Then the emphasis is shifted to the optimal use of natural resources, both non-renewable resources (mineral and energy) and renewable resources, and the valuation of environmental resources. In the last part of the course, we examine national and international environmental policy issues, including intergenerational equity and environmental ethics.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,493,Regional Economics,"
Prerequisite: ECON 222, 302, 304. This course introduces the student to the methods and techniques of regional economic analysis, and their application to the problems of regional economies within Canada. Among the micro-economic topics covered are the location behaviour of firms and households, and the factors determining the allocation of land among alternative competing uses. Macroeconomic topics include the measurement and analysis of regional income and growth levels, cyclical changes in those levels, and interregional differences in growth rates. Policy problems pertinent to Canadian regions are stressed throughout the course.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,495,Economics of Transportation and Communications,"
Prerequisite: ECON 222, 302. Congestion problems and solutions, pricing, costs, demand, and regulation in transportation. Some applications to communications.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,496,Natural Resource Economics,"
Prerequisite: ECON 222, 302, 304. This course focuses on the problems of the finiteness of the natural resources base in Canada and in the world, and on an analysis of the demand for and supply of natural resources and energy. The course also discusses the economic aspects of a selected group of conservation measures (financial incentives, reallocation of property rights, regulation).",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,497,Income Distribution and Economic Inequality,"
Prerequisite: ECON 222, 302, 304. This course examines the extent and dimensions of economic inequality among households both domestically and internationally. Topics covered include theories of income inequality, wealth inequality, recent trends in polarization, poverty, intergenerational bequests, the welfare state, and the role of government economic policy.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,498,Advanced Topics in Economics,"
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
ECON,499,Advanced Topics in Economics,"
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-080.html#courses
EDUC,200,English Exam for Teacher Certification ,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization, Teaching English as a Second Language Specialization, or Art Education Major or Specialization. The regulation respecting teaching licences requires that all students admitted to a teacher education program demonstrate their proficiency in the language of instruction as a condition for certification. To fulfill this requirement, students are required to register and write the exam approved by the MEES. Students must pass this exam prior to the start of the following internships: EDUC 493, TESL 486 or 487, and ARTE 423.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,210,Psychology of Education,"
This course introduces students to a broad range of content in educational psychology, including its scope and methods, learning motivation, growth and development, adjustment, individual differences, guidance, and concept of self.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,211,Child Development I,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization, or Major in Child Studies. This course provides an introduction to current theory (e.g. cognitive, social-cognitive, social learning) about children’s development and covers various domains of development (social, emotional, cognitive, physical) from conception to age 12. The implications of children’s development in relation to various contexts (e.g. family, neighbourhood, peers, education) are discussed.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,222,Exploring Movement with Children,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization. From a multidisciplinary perspective, this course examines the following topics: the relationship between movement and self-knowledge, psychomotor development, and the role of physical activity in primary education. The course addresses the teacher’s role in incorporating movement into the curriculum for all children, including those with special needs through the use of specific techniques and activities.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,230,Introduction to Philosophy of Education,"
This course introduces the student to the content and form of several major educational theories, and to conceptual and logical procedures of philosophizing about education, with particular reference to teaching and learning.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,240,Introduction to Training and Development ,"
This course provides an overview of the design and development of training in organizations by introducing students to theoretical and practical concepts. Topics explored include the organizational and personal benefits of training, different modes of delivery including e-learning (an instructional systems design approach to training development), the transfer of learned skills to the workplace environment, the evaluation of training, the management of the development process, and trends and successful practices in the field.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,250,Introductory Information Literacy Skills in Education,"
Prerequisite: Enrolment in Major in Child Studies. This course is designed to introduce students to basic research practices used in the field of education and its related disciplines. It familiarizes students with a variety of information sources in both print and non-print formats. Emphasis is placed on developing a systematic search strategy and the use and evaluation of the information sources. Topics such as outlining and bibliographic formats are covered as part of the research process.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,260,"Historical and Current Curriculum Models for Early Childhood and
","
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,264,"Communication: Child, Parent and Teacher","
Prerequisite: 30 credits; enrolment in Early Childhood and Elementary Education Specialization. This course focuses on the role parents play in the various stages of the child’s academic, social, and emotional development. The format for this course is unique in that parents of the children in the observation nursery are involved, and students interact with them by conducting and participating in parent-teacher seminars. Topics include parenting, the impact of the family on the child’s classroom behaviour, child abuse, cultural issues, disciplinary measures at home and in school, the coordination of home-and-school academic goals, and achievement motivation.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,270,Educational Communication ,"
In this course, students study fundamental communication skills used by effective instructors. By examining how to write the most basic types of instructional content, including definitions, objectives, descriptions and procedures, and the most common forms of written instructional content, including how-to articles and lesson plans, this practical, writing-intensive course emphasizes effective instructional communication methodologies.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,295,Internship I: Prekindergarten Teaching,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization; EDUC 296 concurrently and in their first year of the ECEE program. This internship gives students first-hand knowledge of the importance of early education. It permits students to develop preliminary skills in observing, assessing, and meeting the needs of individual children, articulating educational objectives, working effectively with small groups, and planning and implementing a play-based curriculum. Students are placed in a prekindergarten class one day a week for a total of 60 hours.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,296,Prekindergarten Teaching Seminar,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization; EDUC 295 concurrently. This course supports EDUC 295 by offering a thorough introduction to theoretical and applied aspects of early childhood education through a weekly seminar consisting of lectures, discussions, and video presentations on such topics as the educational and developmental needs of young children, models of education, the role of the teacher, play-based curriculum and instruction, health and safety issues, and the design of appropriate prekindergarten learning environments.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,297,Internship II: Observation and Evaluation in Education,"
Prerequisite: EDUC 295, 296; enrolment in Early Childhood and Elementary Education Specialization. The purpose of this course is to teach students how to conduct evaluations at the elementary-school level. Students learn observation techniques, documentation procedures, authentic assessment, and formative and summative evaluation. Students learn how to create a dynamic profile of the child and how to prepare reports for parents, administrators, and specialists. Students conduct observations in recognized educational institutions (40 hours).",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,298,Selected Topics in Education,<br/>,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,299,Selected Topics in Education,"
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,301,Integrating Computers into the Elementary Classroom,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization, Art Education Major or Specialization. This course provides an introduction to theoretical and practical knowledge regarding the use of computers in elementary school classrooms. Assignments are designed to provide students with hands-on experience with the computer. Topics include social interaction and equity, problem-solving skills, software evaluation, interactive technologies, and curriculum planning.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,302,"Working in Childhood Settings: Leadership and
","
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,303,"Children, Families, and Social Policy","
Prerequisite: EDUC 210 and 211; enrolment in Major in Child Studies. This course examines social policy as it relates to children and families in Canada. Policies may include such areas as children’s rights, child care, education, health, and social welfare.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,304,Play in Childhood Settings,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization, or Major in Child Studies; EDUC 210 and 211. This course introduces students to (1) developmental theories of children’s play, and (2) practical ways that play can be facilitated in early childhood settings. Emphasis is placed on understanding: types of play (e.g. pretend, physical, solitary, social, rough and tumble); play-based curriculum and the role of the educator; toys, materials, and environments that promote high-quality play; cultural diversity and play; and play in inclusive environments.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,305,Technology for Educational Change,"
Prerequisite: Enrolment in an Education program. This course provides an introduction to advances in the theory, research, and practice of educational technology. Projects and activities allow for a diversity of interests.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,307,"Integrating Digital Technologies and
","
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,311,Child Development II: Ecology of the Family,"
Prerequisite: EDUC 210, 211; enrolment in Early Child­hood and Elementary Education Specialization, or Major in Child Studies. This course is designed to provide students with an in-depth review of the developmental, psychological, and socio-cultural aspects of the child and the family. Emphasis is placed on structural elements related to the modern family (e.g. family size, developmental tasks), family relations (e.g. transition to parenthood, parenting styles, early relationships) and issues related to contemporary families.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,315,Sexual Health Education for Children and Youths,"
Prerequisite: Enrolment in the Specialization in Early Childhood and Elementary Education; or 30 university credits and enrolment in the Major in Child Studies or the Minor in Interdisciplinary Studies in Sexuality. By evaluating available resources, practical tools, and curricula in today’s Canadian society, this course familiarizes students with approaches to sexual health education that are suitable for working with children and youth in a variety of educational settings, including the home, community agencies, and schools. The importance of gearing education to accommodate different developmental stages, ages, and local social contexts is stressed.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,321,Gender Socialization in Education,"
This course focuses upon the role of gender in different levels of education. Factors such as culture, policy, and language are discussed. The mechanisms by which gender roles are maintained and challenged in educational institutions are also examined through the relevant theories.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,355,Teaching Ethics and Religious Culture ,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization. This course enables students to develop a stimulating and sensitive ethics and religious culture program that promotes children’s ability to (a) reflect on ethical questions, (b) demonstrate an understanding of the phenomenon of religion, and (c) engage in dialogue with others. Relevant resource materials are examined and assignments focus upon development of activities for the elementary-level classroom.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,360,Introduction to Inclusive Practices ,"
Prerequisite: Enrolment in Major in Child Studies or Minor in Education; EDUC 210.This course is an introduction to inclusive practices for children with special needs in childhood settings. Topics include the evolution of special education; laws and policies; current models of service delivery; identification and assessment of learning needs; advocacy; and collaboration with families.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,361,Inclusive Practices in Early Childhood Settings ,"
Prerequisite: Enrolment in Major in Child Studies; EDUC 360. This course focuses on the implementation of inclusive practices in early childhood settings. Topics include differentiating and adapting curriculum; meeting the needs of individual children; collaborating with families and professionals; implementing developmentally appropriate practices; and facilitating development in various domains (social-emotional, cognitive, behavioural and communication).",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,362,Inclusive Practices for School-Aged Populations,"
Prerequisite: Enrolment in Major in Child Studies and EDUC 360. This course focuses on the implementation of inclusive practices in school-aged populations, (K – 11 settings). Topics include differentiating and adapting curriculum; meeting the needs of individual students; collaborating with families, teachers, and other professionals; implementing evidence-based strategies to promote literacy and academic achievement; and facilitating social-emotional, cognitive, and behavioural competencies.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,380,Teaching Language Arts I,"
Prerequisite: 30 credits; enrolment in Early Childhood and Elementary Education Specialization. This course enables students to acquire the necessary skills for developing a stimulating and appropriate language arts program for kindergarten and primary grades. Current theories of literacy development and implications for planning and instruction are addressed. The course focuses on listening, speaking, reading, and writing, emphasizing the integration of language arts activities into other subject areas.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,381,Teaching Language Arts II,"
Prerequisite: 30 credits including EDUC 380; enrolment in Early Childhood and Elementary Education Specialization. This course is a continuation of EDUC 380 with special emphasis on teaching language arts in Grades 3 to 6. Students become familiar with Quebec Education Program (QEP) guidelines, and various ways to organize and evaluate their implementation.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,382,Teaching Science Concepts in the Elementary Classroom,"
Prerequisite: 30 credits; enrolment in Early Child­hood and Elementary Education Specialization. This course examines areas of science which are relevant to elementary education and emphasizes the development of the spirit of scientific inquiry. Resource materials, teaching methodology, and classroom activities are examined and evaluated in light of the MEES guidelines. Assignments emphasize developing activities for classroom use.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,384,Teaching Social Studies in Elementary Schools,"
Prerequisite: 30 credits; enrolment in Early Childhood and Elementary Education Specialization. This course examines the teaching of social studies to elementary-school-age children.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,385,"Teaching a Second Language in Early Childhood and
","
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,386,Teaching Mathematics I,"
Prerequisite: 15 credits; enrolment in Early Childhood and Elementary Education Specialization. This course introduces a conceptual analysis of school mathematics and its application to the early childhood and elementary education classrooms. Topics include numeracy acquisition, counting, whole number operations, and problem solving. Emphasis is placed on the development of children’s thinking and pedagogical practices aimed at assisting students to think mathematically. Current mathematics curricula are examined and evaluated in this context.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,387,Teaching Mathematics II,"
Prerequisite: 30 credits; enrolment in Early Childhood and Elementary Education Specialization; EDUC 386. This course continues a conceptual analysis of school mathematics and its application to the elementary classroom. Topics include fractions, decimals, proportions, per cents, algebraic reasoning, and geometry. Emphasis is placed on the development of children’s thinking and pedagogical practices aimed at assisting students to think mathematically. Current mathematics curricula are examined and evaluated in this context.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,388,Teaching Mathematics III,"
Prerequisite: 30 credits; enrolment in Early Childhood and Elementary Education Specialization; EDUC 387. This course continues a conceptual analysis of school mathematics and its application to the elementary classroom. Topics include algebra, geometry, probability, statistics, and data analysis. Emphasis is placed on the development of children’s thinking and pedagogical practices aimed at assisting students to think mathematically. Current mathematics curricula are examined and evaluated in this context.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,395,Internship III: Kindergarten Teaching,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization; 30 credits including EDUC 295, 296, 297; EDUC 396 concurrently. This internship is a seven-week (245 hours) supervised student-teaching experience in a full-day kindergarten classroom. Students share in the daily work of their co-operating teachers, and progress gradually from being participant observers working with small groups to taking charge of the whole class. Students practise their skills in activity planning, intervention strategies, the evaluation of student learning, and the management of classroom routines.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,396,Kindergarten Teaching Seminar,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization; 30 credits including EDUC 295, 296, 297; EDUC 395 concurrently. This seminar complements EDUC 395 by providing the opportunity, means, and impetus for students to reflect critically on their teaching philosophy and practice. Topics include the development of appropriate and stimulating learning environments, Ministère de l’Éducation et de l’Enseignement supérieur (MEES) kindergarten program guidelines, planning and implementation of learning centres, teaching centres, teaching the “whole” child, teacher-parent relationships, and other current issues in kindergarten education.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,398,Selected Topics in Education,<br/>,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,399,Selected Topics in Education,"
Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,400,Teaching Across the Curriculum,"
Prerequisite: Enrolment in Early Childhood and Elementary Education Specialization. Using language arts and the social sciences as the starting point, this course outlines different models for integrating school subjects in curriculum programming. Special attention is given to social science methodology, thematic planning and project work, and to the use of literature and drama. Students examine the links between the different programs of study developed for Quebec schools and their overall implications for curriculum planning.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,402,Diversity Issues in Childhood,"
Prerequisite: Enrolment in Major Child Studies; EDUC 210 and 211. This course explores the diversity of contemporary Canadian childhood, including issues related to immigration, language, culture, and socioeconomic status. The course reviews theoretical approaches to diversity and examines how these shape practice with children and families in education and other fields.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,405,Children and Technology,"
Prerequisite: 30 credits. This course examines the interaction between children and technology from a socio-cultural perspective, including the effects of media such as television, computers, and the Internet. Emphasis is placed on the developing child in the context of communication and technology as related to informal educational activities and play.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,406,"Physical Activity: Health and Well-being in
","
",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,411,"Toys, Media Literacy and Children’s Popular Culture","
Prerequisite: Enrolment in an Education program. This interdisciplinary course examines the multiple roles that toys and the popular culture of childhood and adolescence can play in relation to development, learning, socialization and identity processes. Topics addressed include cultural and personal meanings constructed around toys, media literacy, the increasing role of new technologies, and issues related to the branding and marketing of toys through the media.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,422,Sociology of Education I,"
Prerequisite: 30 credits. This course emphasizes sociological concepts and their theoretical and practical applications to the study of education. The focus is on the following: how the education system is structured, how schooling and education fit into the overall social structure, how educational experiences vary for members of different social groups, the role education plays in gender, class, and racial inequalities, the complexity of issues relating to student evaluation and performance, and the role education plays in social change.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,423,Sociology of Education II,"
Prerequisite: EDUC 422. This course considers how a particular sociological viewpoint contributes to our understanding of school life. Topics include family, socialization patterns, teacher and pupil perspectives, and how these are interrelated.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,426,Comparative Education I,"
Prerequisite: Six credits in Education. This course undertakes the study of the impact of political and cultural differences upon educational systems (for example, the impact of language differences, nationalism, colonialism, neocoloni­alism, political socialization). The approach is comparative, with particular emphasis on contrasting educational systems and practice in selected countries.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,427,Comparative Education II,"
Prerequisite: Six credits in Education. This course examines the sources and impacts of educational change from a comparative perspective. Topics include pedagogical alternatives; socio-political alternatives; educational implications of technological change and economic policy; policies of elitism and egalitarianism. Methods include comparative case study and analysis of specific theories of educational innovation.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,432,Seminar in Epistemology and Education,"
Prerequisite: Six credits in Education, or permission of the Department. Theories of knowledge are considered in this course, with special attention being given to the bearing of such topics as perception, evidence, truth, knowledge, and belief as relating to educational thought and practice. Students are expected to become familiar with recent periodical and other literature in the field.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,434,Aesthetics and Education,"
Prerequisite: EDUC 230 or permission of the Department. The nature of aesthetic value and experience, and theories of art and beauty are examined. The development of the emotions and imagination, and their functions in aesthetic awareness are central concerns of this course. Students are expected to become familiar with the relevant literature in the field.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,445,Education in Quebec,"
Prerequisite: 30 credits in a teacher certification program, or holder of a provisional teaching authorization, or permission of the Department. This course covers the history, the contemporary movements, and the structures of Quebec educa­tion. The historical section covers the period from 1608 until the present. Topics included are the legislation, regulations, rules, and directives pertaining to the respective roles of the Ministère de l’Éducation et de l’Enseignement supérieur (MEES)",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,450,The Inclusive Classroom: Educating Exceptional Children,"
Prerequisite: 30 credits including EDUC 210 or 211; enrolment in a teacher training program (ECEE, TESL, Art Education). This course focuses on the education of children with special needs. Emphasis is placed on ways in which classroom teachers can provide appropriate help or instruction to meet the needs of exceptional children. Topics include identification and assessment of learning needs; adaptation of curriculum and activity design, service delivery models; parent-professional relationships; legislative policies.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,454,Diversity in the Classroom,"
Prerequisite: 30 credits including EDUC 210 or 211. Students examine the implications of diversity in the classroom for teaching, curriculum, and children’s educational experience. Various theoretical approaches are analyzed, including critical pedagogy, multicultural education, and intercultural education. The importance of inclusive curricula is discussed.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
EDUC,460,Child Studies Field Experience: Early Childhood Settings,"
Prerequisite: Enrolment in Major in Child Studies; EDUC 302; EDUC 304, 406; EDUC 461 concurrently. Students develop skills in observation and in planning curriculum for children in early childhood settings. Students are required to complete a field placement for two half-days or one full-day per week, for a total of 60 hours, in a centre-based child care or preschool setting for children ages 0 to 5 years.",http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#education
