Course Subject,Course Number,Course Name,Course Description
ENCS,6141,Probabilistic Methods in Design,"Prerequisite: ENCS 6011 or equivalent.
 Elements of probability theory, decision models, expected costs and benefits, models from random occurrences, extreme value statistics, Monte Carlo simulation, reliability analysis, general applications to engineering design problems. A project is required."
ENCS,6161,Probability and Stochastic Processes ," Axioms and rules of probabilities, Bayes’ Theorem, binary communication systems, Bernoulli trials and Poisson Theorem, random variables, distributions and density functions, moments, correlation, Chebyshev and Markov’s inequalities, characteristic functions, Chernoff inequality, transformation of random variable, random processes, stationarity, Bernoulli, Random Walk, Poisson, shot noise, random telegraph, and Wiener processes, stopping time; Wald’s equation, elements of Renewal Theory, Mean-Ergodic Theorem, auto and cross-correlation functions, correlation time, auto-correlation receiver, Wiener-Khinchin Theorem, power spectral density, linear system with stochastic inputs, matched filtering. Project: two hours per week.
Note: Students who have received credit for ELEC 6161 may not take this course for credit."
ENCS,6181,Optimization Techniques I (*) , The optimization problem; classical optimization; one dimensional search techniques; unconstrained gradient techniques; quadratically convergent minimization algorithms; constrained optimization; constrained gradient techniques; penalty-function methods; applications. Project: two hours per week.
ENCS,6191,Fuzzy Sets and Fuzzy Logic ," Fuzzy sets, operations on fuzzy sets, fuzzy relations; fuzzy logic: connectives, implication functions, representation of fuzzy rules and fuzzy logic based reasoning; fuzzy logic in planning and control: Zadeh’s Generalized Modus Ponens type reasoning, Mamdani type reasoning, fuzzy clustering based system identification and Sugeno type reasoning; case studies. Projects on selected applications."
ENCS,6721,Technical Writing and Research Methods for Scientists and Engineers ," This course provides graduate students with the research writing and presentation skills that are essential in academic and professional contexts. Students develop expertise and confidence in research methods, critical reading, crafting thesis statements, leading and participating in discussions, revision/editing and peer review, maintaining research dossiers and report writing.
Note: This course cannot be taken within the credit requirements of any graduate Engineering and Computer Science program, with the exception of the Diploma in Computer Science, the Master of Engineering and the Master of Applied Computer Science. Students who have taken ENCS 591B (Technical Writing and Research Methods) may not take this course for credit."
ENCS,6811,Optical Networking: Architectures and Protocols ," This course introduces advanced concepts and protocols of modern telecommunication networks based on Photonic technology. The basics of optical communications networks will be introduced, including the enabling technology, and the main emphasis will be on network architectures and associated protocols. This includes: orientation of transport networks and their evolution (Ring and Mesh topologies); Wavelength Division Multiplexing (WDM); wavelength-routed networks; wavelength conversion; lightpath routing protocols (static, dynamic, adaptive routing and traffic grooming) and optimization problems; control and management protocols and distributed provisioning; survivable network design (proactive and reactive); fault-management and various network restoration protocols; convergence of optical networks and the Internet (IP/WDM) and Generalized Multi Protocol Label Switching (G-MPLS). There will be various assignments in which students will be involved in research projects. Knowledge of telecommunication systems and a background in network simulation is needed. Project."
ENCS,6821,Development and Global Engineering," This is an introductory course in international development and global engineering for graduate students. Topics may include evolution of development, globalization, development projects, planning and analysis, and participatory data gathering. A project is required."
ENCS,691,Topics in Engineering and Computer Science ," Subject matter will vary from term to term and from year to year. Students may re-register for this course providing that the course content has changed. Changes in content will be indicated by the topic title following the course number on the student record, e.g. ENCS 691 Course Topic: Environment and Social Sustainability."
ENCS,6931,Industrial Stage and Training,"Prerequisite: Completion of at least twenty credits in the program and permission of the Departmental Co-op Program Director.
 This is an integral component of the Industrial Experience option that is to be completed under the supervision of an experienced engineer/computer scientist in the facilities of a participating company (a Canadian work permit is required).
 Each student receives an assessment from the Departmental Co-op Program Director in consultation with the industry supervisor and the faculty advisor. Grading is on a pass/fail basis based on a proposal, monthly progress reports, a final report and a presentation."
ENCS,8011,PhD Seminar (****),"Prerequisite: ENCS 8511 Doctoral Research Proposal.
 The PhD Seminar is designed to train students to communicate the results of their research projects to the community and participate in research discussions. This is done when the students have sufficiently progressed into their research, normally after 6 (12 for part-time students) months of being admitted to candidacy, which is normally after 24 (48 for part-time students) months of residency, and must be completed before the submission of the thesis. The student’s evaluation, reflected by either a pass or fail grade, is based upon attendance in all seminars, a report on the student’s thesis research under the direction of the thesis supervisor(s), and a presentation.
Note: Students who have completed ENCS 8011 prior to September 2005 may not take this Seminar for credit."
ENCS,8501,Comprehensive Examination, See Requirements for the Degree in Engineering Programs section.
ENCS,8511,Doctoral Research Proposal ," The goal of the doctoral research proposal is to focus the student’s PhD research. The proposal must include an extensive critical review of previous work on the subject of the thesis, and a detailed research plan of action and expected milestones. Students are required to defend their doctoral research proposal before a committee that will normally be comprised of the same members as the comprehensive examination committee.
Note: Students admitted prior to September 1997 are not allowed to substitute ENCS 8511 for an equivalent course work."
ENGR,6071,Switched and Hybrid Control Systems ,"Prerequisite: ENGR 6131 or equivalent.
 Review of linear control design techniques for nonlinear systems and their limitations; introduction to Lyapunov stability, Lyapunov functions and LaSalle’s invariance principle; introduction to switched and hybrid systems using piecewise-affine systems as a motivating example; modelling and simulation of switched and hybrid systems; switching policies, hybrid automata and executions; Lyapunov stability analysis of switched and hybrid systems; stability as a convex optimization problem; Lyapunov-based control of switched and hybrid systems; controller design as a non-convex problem; stability analyses and the controller design problems; dynamic programming and optimal control techniques; extensive examples from simplified models of industrial problems in the aeronautical, automotive and process industries. The course includes a computer aided controller design project."
ENGR,6131,Linear Systems (*) ," State-space representation of dynamic systems, canonical realizations, solutions, modal decomposition, stability. Controllability and observability, minimal realizations, state feedback, pole placement, observers, observer-based controllers. Introduction to optimal control, linear quadratic regulator, the Kalman filter. Limitation on performance of control systems, introduction to robustness. A project is required."
ENGR,6141,Nonlinear Systems ,"Prerequisite: ENGR 6131.
 Dynamic systems: definitions and notations; nonlinear differential equations; Lipschitz continuity; linearization; describing functions; phase plane analysis; Lyapunov stability; Popov and circle criteria; limit cycles. A project is required."
ENGR,6161,Sensors and Actuators ," Elements of smart sensors and systems and their structures; properties of various smart materials including piezoelectric, pyroelectric, shape memory alloys, Rheological fluids, piezoresistive and magnetostrictive; physical and mathematical basis of smart materials; characterization of smart multi-functional materials; sensors and actuators in mechatronics; design and fabrication of sensors and actuators by micromachining; survey of classical system theory; design of sensors and actuators for applications in industrial and medical robotics, haptics, and other systems such as aerospace and smart structures. The students are required to undertake a project work involving design of smart sensors/actuators for specific applications."
ENGR,6191,Introduction to Biomedical Engineering," The origin and characteristics of biological potentials: nerve, muscle, heart, brain; the measurement of biological events; instrumentation systems: electrical safety, biomechanics, biomaterials, orthopaedic engineering; biomedical engineering applications/implications in industry. Project on a current topic."
ENGR,6201,Fluid Mechanics , Fundamental concepts of fluid mechanics; transport phenomena; stress-strain relation; equations of motion; exact solutions; dynamic similarity; specialized equations; laminar boundary layers; flow over immersed bodies; introduction to turbulent flow. Projects on selected topics.
ENGR,6221,Microfluidic Systems,"Prerequisite: ENGR 6201 or equivalent.
 Introduction to microfluidics: continuum fluid mechanics, non-continuum regimes, molecular approach. Review of classical fluid mechanics: gas flows, liquid flows, two-phase flows. Microfluidic effects: low Reynolds number flows and chaotic mixing, electrokinetics, surface tension effects and electrowetting. Electrostatic/electromagnetic/piezoelectric actuation of microfluidic systems. Methods in microfluidics: computation, experimentation. Microfluidic components: microchannels, micromixers, micropumps, microvalves, microsesors. Overview of microfluidic applications: lab-on-chip devices, microstructured fuel cells. A project is required."
ENGR,6231,Microfluidic Devices for Synthetic Biology (*)," Topics include introduction to microfluidic components (pumps, valves, automation), programming microfluidics, fabrication techniques, microfluidic paradigms, and applications for chemical and biological analysis; introduction to synthetic biology, biological parts and their properties, network structure and pathway engineering, synthetic networks, manipulating DNA and measuring responses, basic behaviour of genetic circuits, building complex genetic networks; integration of mircofluidics and synthetic biology; economic implications. A project is required.
Note: Students who have taken ENGR 691 (Microfluidic Devices for Synthetic Biology) may not take this course for credit."
ENGR,6241,Hydrodynamics ,"Prerequisite: ENGR 6201.
 Fundamental concepts of ideal flow; irrotational flow patterns; kinematics of flow; potential theory; standard flow patterns; conformal transformation; Cauchy-Riemann condition; complex operator; simple engineering applications. A project is required."
ENGR,6251,The Finite Difference Method in Computational Fluid Dynamics ,"Prerequisite: ENGR 6201.
 Classification of second order partial differential equations, boundary conditions. Finite difference discretization of equations, truncation error, explicit and implicit formulations. Numerical stability, consistency and convergence. Time dependent (parabolic) equations, explicit and implicit discretization, stability, convergence. Steady state (elliptic) equations, explicit and implicit discretization, iterative and direct solution methods. Hyperbolic equations. Formulation of flow problems and applications to incompressible, compressible and transonic inviscid and viscous flows are interspersed throughout the course. Project on specific topic or applications."
ENGR,6261,The Finite Element Method in Computational Fluid Dynamics ,"Prerequisite: ENGR 6201.
 Classification of second order partial differential equations, boundary conditions. The finite element method, simple examples, assembly rules, solution of linear systems of equations. Forming the modules of a general FEM computer code. The variational approach, variational principles and stationary functions. Elements and interpolation functions. The weighted residual approach Rayleigh-Ritz, least squares, subdomain and collocation, weak Galerkin formulation. Formulation of flow problems and applications to incompressible, compressible and transonic inviscid and viscous flows are interspersed throughout the course. Project on specific topic or applications."
ENGR,6281,Modelling Turbulent Flows," Computational methods in fluid mechanics, the Reynolds-averaged equations, scales of turbulence, two-point correlation tensors, algebraic models, one equation and two equation models, Boussinesq approximation, nonlinear constitutive relations, types of turbulent flows, multiple time scales and stiff differential equations, solution convergence and grid sensitivity, brief introduction to advanced models. A project is required.
Note: Students who have received credit for ENGR 691C (Modelling Turbulent Flows) may not take this course for credit."
ENGR,6291,Rheology ," Viscoelasticity, standard flows and material functions, relationships between material functions, generalized Newtonian fluid, the Maxwell model, finite linear viscoelasticity, continuum constitutive equations, effects of material, temperature and pressure on viscoelasticity behaviour, rheometry issues in viscoelastic flow simulations, industrial applications of rheology. A project is required.
Note: Basic understanding of fluid mechanics is required."
ENGR,6301,Advanced Dynamics ," Dynamics of rigid bodies; generalized coordinates; D’Alembert’s principle; Lagrange’s equations; energy methods, Hamilton’s theory; Euler-Lagrange equations; variational principle of mechanics. Phase space canonical transformation. Language multipliers methods. Hamilton-Jacobe equation. Project on specific topic or applications."
ENGR,6311,Vibrations in Machines and Structures (*) ," Vibrations of discrete systems: Single-Degree of Freedom (SDOF) and Multi-Degree of Freedom (MDOF) systems; continuous systems: bars, beams, membranes and plates with various boundary conditions; mode superposition; energy methods; Rayleigh-Ritz Method; condensation techniques; applications to machine components, rotor bearing systems, vehicle and aerospace structures. Project on selected topics is an integral part of the course."
ENGR,6371,Micromechatronic Systems and Applications (*) ," Introduction to microsystems and devices; mechanical properties of materials used in microsystems; microfabrication and post-processing techniques; sacrificial and structural layers; lithography, deposition and etching; introduction and design of different types of sensors and actuators; micromotors and other microdevices; mechanical design, finite element modelling; design and fabrication of free-standing structures; microbearings; special techniques: double sided lithography, electrochemical milling, laser machining, LIGA, influence of IC fabrication methods on mechanical properties; application examples in biomedical, industrial and space technology areas; integration, bonding and packaging of MEMS devices. This course includes a project."
ENGR,6411,Robotic Manipulators I: Mechanics (*) ," Types of industrial robots and their applications. Mathematical analysis for robot manipulation: homogeneous transformations; definition and solution of kinematic equations governing the position and orientation of the hand. Force analysis and static accuracy; forces and moments of inertia, dynamic equation of equilibrium, differential equations of motion of robotic arms. Robotic actuators. Project on specific topic or applications."
ENGR,6412,Autonomy for Mobile Robots (*)," Topics include application of autonomous wheeled robots: autonomous cars, indoor robots, (off-road) unmanned ground vehicles; robot motion models, robot odometry; robot sensor models: beam models of range finders, feature-based measurement models; occupancy grid mapping; the Bayes Filter; the Kalman filter; the particle filter; robot localization: particle filter localization, Kalman filter localization; introduction to simultaneous localization and mapping (SLAM). A project is required.
Note: Students who have received credit for ELEC 691 MM (Autonomy for Mobile Robots) may not take this course for credit."
ENGR,6421,"Standards, Regulations and Certification "," Overview of DoT and other international (FAA, etc.) aviation standards, regulations and certification procedures; regulatory areas, namely, pilot training/testing, air traffic procedures, aircraft systems design and airworthiness; development process for new regulations and criteria for certification. Projects on selected topics."
ENGR,6441,Materials Engineering for Aerospace ," Fundamentals of materials engineering and processing with special emphasis on aerospace engineering materials and protection against failure; microstructures, phase equilibria for aerospace materials, dislocations, deformation, strain hardening and annealing, recovery, recrystallization; hot and cold metal forming (aircraft fabrication), solidification, castings (process and defects); welding and non-destructive testing, solid solution and dispersion strengthening; ferrous alloys and super alloys, light alloys (AL, MG, TI), ceramic materials, polymers, composite materials (polymer matrix/metal matrix); corrosion, fatigue and creep failure; fracture and wear. Projects on selected topics."
ENGR,6461,Avionic Navigation Systems ," Introduction: history of air navigation; earth coordinate and mapping systems; international navigation standards; airspace and air traffic control structure; basics of flight instruments and flight controls; fundamental concepts of navigation. Classification of modern avionic navigation systems. Basics of air traffic communication: radio wave propagation; VHF and HF systems. Short range, long range, approach/terminal area avionic navigation systems and radar systems: principles; design; advantages/disadvantages; errors; impact of global positioning system and future trends. Introduction to advanced integrated avionic systems. Projects on selected topics."
ENGR,6471,Integration of Avionics Systems (*),"Prerequisite: ENGR 6461.
 Introduction to the basic principles of integration of avionics systems; review of Earth’s geometry and Newton’s laws; inertial navigation sensors and systems (INS); errors and uncertainty in navigation; global positioning system (GPS); differential and carrier tracking GPS applications; terrestrial radio navigation systems; Kalman filtering; integration of navigation systems using Kalman filtering; emphasis on integration of GPS and INS using Kalman filtering. A project is required."
ENGR,6501,Applied Elasticity," Plane stress and strain; analysis of stress and strain in three dimensions; Airy’s stress function; solution of two-dimensional problems by polynomials and Fourier series; effect of small holes in bars and plates; torsion and bending of prismatic bars; Membrane analogy; thermoelasticity; rectangular, circular, ring-shaped flat plates; applications in civil and mechanical engineering. A case study or a project is required."
ENGR,6151,Continuum Mechanics,"This course presents the macroscopic mechanical behaviour of continuously distributed solid and fluid materials. This is a fundamental graduate course in the field of mechanical or aerospace engineering, which  covers basic principles of continuum mechanics and their engineering applications. All laws of continuum mechanics are formulated in terms of quantities that are independent of coordinates. Thus, in this course, first the concept of tensors is presented in detail as the linear transformation. This is followed by the formulation of the kinematics of very small and large deformation and the description of stresses and the basic laws of continuum mechanics common to all materials. Finally, constitutive equations governing the behaviours of idealized materials, including the elastic, hyperelastic and viscous materials, are presented as applications of these laws. A project is required."
ENGR,6511,Fundamentals of Finite Element Analysis of Structures (*)," Topics include matrix formulation of the force and of the displacement methods of analysis; direct stiffness approach, finite element methods for structural analysis; truss, beam, plane strain, plane stress, shell and solid elements; computer applications. A project is required."
ENGR,6531,The Finite Element Method in Structural Mechanics,"Prerequisite: ENGR 6511.
 Displacement analysis of structures; finite elements of a continuum; applications of the method to stress analysis of two-and three-dimensional structures; stability problems; vibrations and heat transfer; digital computer applications. A project is required."
ENGR,6541,Structural Dynamics ,"Prerequisite: ENGR 6511.
 Dynamic behaviour of structures; lumping of masses; motion of elastic framed structures caused by arbitrary disturbances; analytical and numerical methods of solution; approximate determinations of natural frequencies in elastic systems; dynamic response of framed structures in the inelastic range; continuous systems, introduction to approximate design methods. A case study or a project is required."
ENGR,6551,Theory of Elastic and Inelastic Stability ," Analysis of elastic and inelastic stability of columns; frame buckling; beam-columns, strength of plates, shear webs and shells; torsiona; flexural buckling of thin-walled, open sections; snap-through; critical discussion of current design specifications; applications to structures. A case study or a project is required."
ENGR,6561,Theory of Plates and Shells , Analysis of deformation and stress in plates and flat slabs under transverse loads; various boundary conditions; numerical methods; membrane stresses and displacements in shells under various loading; bending theory of shells; limit analysis of rotationally symmetric plates and shells; applications to shell type structures such as folded plate structures; sandwich plates; shell roofs and pressure vessels. A case study or a project is required.
ENGR,6571,Energy Methods in Structural Mechanics ,"Prerequisite: ENGR 6511.
 Principles of virtual work, total potential and complementary energy. Reisner’s Principle. Introduction to calculus of variations. Ritz and Galerkin’s methods. Applications to frame, plate and shell structures. A project is required."
ENGR,6581,Introduction to Structural Dynamics (*)," Theory of vibrations. Dynamic response of simple structural systems. Effects of blast, wind, traffic and machinery vibrations. Basic concepts in earthquake resistant design. Computer applications. A case study or a project is required."
ENGR,6601,Principles of Solar Engineering ,"Prerequisite: BLDG 6541.
 Magnitude and availability of the solar energy input, including seasonal and diurnal variations of direct beam radiation; spectral distribution of sunlight; scattering and absorption processes; diffuse radiation; influence of cloud cover. Magnitude and time variation of typical loads, including space heating and cooling water heating; dehumidification. Principles of passive and active methods of solar collection, thermal conversion, and energy storage. Analysis of systems and components, including treatment of thermal and turbulent losses; efficiency calculations; electrical analogies; impedance matching and system optimization. Economics of systems. A case study or a project is required."
ENGR,6611,Equipment Design for Solar Energy Conversion ,"Prerequisite: ENGR 6201.
 This course emphasizes the mechanical design of solar heating and cooling systems and consists of the following topics: thermodynamic analysis of radiation, collection and conversion of solar energy, selection and manufacturing of components such as collectors, piping, line insulation, heat exchangers, etc., solar cooling and dehumidification, control of solar energy systems, case studies and project experiences. A case study or a project is required."
ENGR,6661,Solar Energy Materials Science ," The place of organisms and materials in the solar energy cycle; physical, chemical and optical phenomena. Selective absorbers: surfaces and films, emissivity, thermal conversion, role of crystal defects and phase interfaces in metals and semiconductors. Reflector characteristics and damage modes. Optical and mechanical properties of glass, polymer and composite windows. Photovoltaic: physics and materials. Chemical, thermal and photo stability. Thermal transfer and storage media: gaseous, aqueous, organic; phase change and particulate systems; stability and corrosive effects. A case study or a project is required."
ENGR,6811,Energy Resources: Conventional and Renewable ,Description not available
ENGR,691,Topics in Engineering I , See Note in Topic Area E02
ENGR,692,Case Study and Report ," Students complete a case study and submit a report on a topic related to the students’ discipline, supervised by a professor, and approved by the Graduate Program Director in students' home department. The case study and report must present a current engineering problem or practice related to the students' research interest.
Note: This course cannot be taken by students enrolled in the SOEN program."
ENGR,6951,Seminar on Space Studies ,"Prerequisite: Permission of Instructor.
 Introduction to the science and technology of spaceflight; remote sensing; human factors in space; automation and robotics; space law; space transportation systems; the space station; the Moon-Mars initiative; space utilization; interplanetary travel. Project on selected topic."
ENGR,6971,Project and Report I, See Requirements for the Degree in Engineering Programs section. Project: 8 hours per week.
ENGR,6981,Project and Report II, See Requirements for the Degree in Engineering Programs section. Project: 8 hours per week.
ENGR,6991,Project and Report III, See Requirements for the Degree in Engineering Programs section. Project: 10 hours per week.
ENGR,7011,Graduate Seminar in Mechanical and Industrial Engineering , Seminar: 2 hours per week.
ENGR,7121,Analysis and Design of Linear Multivariable Systems ,"Prerequisite: ENGR 6131.
 Representation of linear multivariable systems. Controllability, observability and canonical forms; poles and zeroes; multivariable system inverses; the linear quadratic regulator problem; the robust servomechanism problem; the minimal design problem; frequency-domain design techniques. Project: 2 hours per week."
ENGR,7131,Adaptive Control ,"Prerequisite: ELEC, 6061, ENGR 6131.
 Real-time parameter estimation; least-squares and regression models; recursive estimators; model reference adaptive systems (MRAS); MRAS based on gradient approach and stability theory; self-tuning regulators (STR); adaptive prediction and control; stability and convergence results, robustness issues; auto-tuning and gain scheduling; alternatives to adaptive control; practical aspects; implementation and applications. Project: 2 hours per week."
ENGR,7181,Digital Control of Dynamic Systems,"Prerequisites: ELEC 6061, ENGR 6131.
 Review of discrete-time and sampled-data systems; discrete input-output and state-space equivalents; controllability and observability of sampled-data systems; controller design using transform techniques, design using state-space methods; generalized sample-data hold functions; optimal control; quantization effects; multi-rate sampling; robust control; discrete-time non-linear systems; discrete-time multivariable systems. A project is required.
Note: Students who have received credit for ENGR 6181 may not take this course for credit."
ENGR,7201,Micro-Gravity Fluid Dynamics ,"Prerequisite: ENGR 6201.
 Forces and accelerations in space environment; zero-gravity simulation, free falling capsules, flights in Keplerian trajectories, sounding rockets, and the space station; surface tension; main non-dimensional parameters; Laplace-Young equation; contact angle; Dupre’s equation; Neumann’s triangle; minimization principle associated with Laplace’s equation; equilibrium shapes of a liquid, small oscillations of ideal and viscous fluids, liquid handling problems at low gravity, liquid positioning and control, vortexing capillary; numerical simulations of liquid dynamics in microgravity environment. Projects on selected topics."
ENGR,7331,Random Vibrations ,"Prerequisite: ENGR 6311.
 Mathematical descriptions of stochastic processes; spectral density and correlation functions; Gaussian and non-Gaussian random processes; Markov processes and Fokker/Planck equation; response of linear and nonlinear oscillatory systems to random excitation; non-stationary and narrow-band random processes. Project on selected research topic or applications."
ENGR,7401,Robotic Manipulators II: Control ,"Prerequisite: ENGR 6411.
 Control of a single link manipulator; position, velocity and acceleration errors; control of a multiple link manipulator sensor: vision, proximity, touch, slip, force, compliance and force controlled robots. Computer control of robots, command languages. Introduction to intelligent robots. Project on selected topics of current interest."
ENGR,7461,Avionic Systems Design ,"Prerequisite: ENGR 6461.
 Definitions, purpose, history and evolution of avionic systems; cockpit displays configurations, classifications, and design considerations; ARINC communication bus system standards; air data computer system; navigation systems; automatic flight control systems; monitoring/warning/alert systems; flight management systems; system integration; advanced concepts and future trends. Projects on selected topics."
ENGR,7501,Advanced Finite Element Method in Structural Mechanics ,"Prerequisite: ENGR 6511 or equivalent.
 Topics include finite elements of a continuum; applications of the method to stress analysis of two- and three-dimensional structures; stability problems; vibrations and heat transfer; non-linear methods; computer applications. A project is required.
Note: Students who have taken ENGR 6531 may not take this course for credit."
ENGR,7521,Advanced Matrix Analysis of Structures ,"Prerequisite: ENGR 6511.
 Displacement method for two- and three-dimensional analysis of structures. Nonlinear large displacement analysis by stiffness method. Matrix formulations of vibration and stability problems. Computer applications. A project is required."
ENGR,7531,Boundary Element Method in Applied Mechanics ," Boundary integral formulations of Axi-Symmetric, two- and three-dimensional potential and elastostatic problems. Treatment of thermal effects, singularity elements, infinite boundary elements. Coupling of boundary elements and finite elements. Introduction to non-linear, elastostatic problems. Numerical implementation. A case study or a project is required."
ENGR,791,Topics in Engineering II , See Note in Topic Area E02
ENGR,7961,Industrial “Stage” and Training ,"Prerequisite: Completion of at least twelve credits in the composite option and at least twenty-one credits in the aerospace program or permission of program director.
 This is an integral component of the aerospace program and the composites option in the Mechanical Engineering program that is to be completed under the supervision of an experienced engineer in the facilities of a participating company (Canadian work permit is required). The topic is to be decided by a mutual agreement between the student, the participating company and the program director. The course is graded on the basis of the student’s performance during the work period, which includes a technical report."
ENGR,8901,Master of Applied Science Research and Thesis , See Requirements for the Degree in Engineering Programs section.
ENGR,8911,Doctoral Research and Thesis, See Requirements for the Degree in Engineering Programs section.
INSE,6120,Crypto-Protocol and Network Security,"Prerequisite: INSE 6110 or equivalent.
 Cryptographic protocols, authentication protocols, key distributions protocols, e-commerce protocols, fair-exchange and contract-signing protocols, security protocol properties: authentication, secrecy, integrity, availability, non-repudiation, atomicity, certified delivery, crypto-protocol attacks, design principles for security protocols, automatic analysis, public key infrastructure, models and architectures for network security, authentication using Kerberos and X.509, email security (PGP, S/MIME), IP security, SSL/TLS protocols, virtual private networks, firewalls intrusion detection, host-based IDS, network based IDS, misuse detection methods, anomaly detection methods, intrusion detection in distributed systems, intrusion detection in wireless ad hoc networks botnet detection, analysis and mitigation, darknet traffic analysis, prediction and forecast of network threats, network security monitoring. A project is required."
INSE,6130,Operating Systems Security,"Prerequisite: INSE 6110 or equivalent.
 System security, Windows security, Linux security, Unix security, access control matrix, HRU result, OS security mechanisms, security administration, access control list, capability list, role-based access control, security policy, mandatory and discretionary access control, multi-level security, BLP policy, Biba model, conflict of interest, Chinese Wall policy, secure booting, authentication, password security, challenge response, auditing and logging, system kernel security, threat analysis, security attacks, security hardened operating, host-based intrusion detection, securing network services, firewalls and border security, registry security, embedded and real-time OS security, information flow control. A project is required."
INSE,6140,Malware Defenses and Application Security,"Prerequisite: INSE 6110 or equivalent.
 Malicious code, taxonomy, viruses, worms, trojan horses, logical and temporal bombs, infection process, security properties of applications, safety, high level security, detection approaches, ad hoc techniques: scanning, anti-virus technology, obfuscation, dynamic analysis for security: passive and active monitoring, in-line and reference monitors, sandboxing, static analysis for security: data and control flow analysis for security, type-based analysis for security, anti-reverse-engineering protection, software fingerprinting, self-certified code: certifying compilers, proof carrying code, efficient code certification, typed assembly languages, certificate generation, certificate verification and validation, C and C++ security, java security, byte-code verification, access controllers, security managers, permission files, security APIs, critical APIs, protection domains, security profiles, mobile code security. A project is required."
INSE,6150,Security Evaluation Methodologies," Security evaluation of information systems, security evaluation of software, security evaluation of products. Security code inspection, security testing, security standards, preparation of a security evaluation: impact scale, likelihood scale, severity scale. Vulnerability analysis, risk analysis, security plan elaboration. ITSEC, MARION, and MEHARI methods, OCTAVE, common criteria, target of evaluation, protection profile, security functional requirement, security factors, errors, accidents, assurance requirements, assurance levels, evaluation process, compliance with the protection profile, IT security ethics, privacy, digital copyright, licensing IT security products, computer fraud and abuse, incident handling, business records, security forensics, security evaluation case studies. Information security governance: risk management, business strategy, standards, COBIT. Situation awareness. A project is required."
INSE,6160,Database Security and Privacy,"Prerequisite: INSE 6110 or equivalent.
 Access control in relational databases; grant/revoke model; security by views; query modification; Oracle VPD; auditing in databases; information warfare in databases; multi-level database security; polyinstantiation and covert channel; statistical database security; inference control; security by auditing; microdata security; random perturbation; outsourced database security, encrypted databases; SQL injection attack; anomaly detection in databases; data privacy, P3P; Hippocratic databases; perfect secrecy-based privacy; k-anonymity model; l-diversity; data utility measure, data release with public algorithms, multi-party privacy preserving computation; privacy in OLAP. A project is required.
Note: Students who have received credit for INSE 691A (Database Security and Privacy) may not take this course for credit."
INSE,6170,Network Security Architecture and Management," Security architecture and management, risk and threats, security attributes and properties, security design principles, security standards, security defence toolkit, and security building blocks, corporate VoIP, residential IPTV, IMS, cloud services, security functions and their implementation, operational considerations of deployment and management of security, configuration, vulnerability management and updates, incident management, emerging challenges and innovative solutions. A project is required."
INSE,6180,Security and Privacy Implications of Data Mining," Introduction to data mining and its applications; privacy legislations security and privacy threats caused by current data mining techniques; risks and challenges in emerging data mining applications; attacks and prevention methods: web privacy attacks, data mining-based intrusion detection; privacy-preserving data mining; privacy-preserving data publishing. A project is required.
Note: Students who have received credit for INSE 691D (Security Implications of Data Mining) may not take this course for credit."
INSE,6190,Wireless Network Security,"Prerequisite: INSE 6110 or equivalent.
 Introduction to wireless network security; security issues in cellular networks; authentication/key management in wireless LAN; secure handover; security in mobile IP; security issues in mobile ad-hoc networks: trust establishment, secure routing, anonymity; anonymous sensory data collection; privacy for smartphone applications. A project is required.
Note: Students who have received credit for INSE 691B (Wireless Security) may not take this course for credit."
INSE,6210,Total Quality Methodologies in Engineering," Methodologies for quality engineering: six sigma, ACE (Achieving Competitive Excellence), Lean engineering, ISO9000 series; comparative study, quality clinic process charts, relentless root cause analysis, mistake proofing, market feedback analysis, process improvement and waste elimination, visual control, standard work and process management, process certification, setup reduction, total productive maintenance, DMAIC and DMADV processes, define phase, project charter, project scoping and planning, measure phase, critical to quality requirements, quality functional deployment, analyze phase, functional and process requirements, design requirements, design concepts, high-level design capability elaboration and evaluation, design phase, detailed design capability elaboration and evaluation, failure mode and effects analysis, control and verification plans, verify phase, pilot-scale processes, pilot testing and evaluation, implementation planning, full-scale processes, start-up and testing, performance evaluation, turnover to operations and maintenance, transition to process management, project closure. A project is required."
INSE,6220,Advanced Statistical Approaches to Quality," Introduction to quality control and total quality, statistical concepts and techniques in quality control, graphical methods for data presentation and quality improvement, statistical basis for control charts, pattern analysis in control charts, control charts for variables, control charts for individual measurements, control charts for attributes, process capability analysis, CUSUM charts and EWMA charts, acceptance sampling by attributes, acceptance plans by variables, reliability models, reliability and life testing plans, multivariate quality control, multivariate methods, aspects of multivariate analysis, multivariate normal distribution, multivariate tests of hypotheses, multivariate analysis of variance, principal components analysis, factor analysis, discrimination and classification, multivariate quality control, multivariate linear regression, design of experiments (DOE), Taguchi method, completely randomized design (CRD), randomized complete block design (RCBD), incomplete block designs, latin square designs, graeco-latin square designs, factorial designs, fractional factorial designs, split plot designs, and nested designs (compared to cross-over designs), quality in the service sector, service industries and their characteristics, model for service quality and applications. A project is required."
INSE,6230,Total Quality Project Management," Role of a project manager, learning and applications, project management processes, project management in quality initiatives, intellectual property protection, customer project management and critical-to-quality requirements, project planning and execution, team formation, goals, roles, procedures and interpersonal relationship, types of teams, creating a project plan, project tracking, project compliance requirements, sourcing and supplier qualification, government contract data rights, government property, risk management process, action planning, project communication, customer, team and stakeholder communications, communication planning and strategy, web-based collaboration, project management software tools. A project is required."
